x_exp_width,x_man_width,x_row,x_col,x_row_depth,x_col_depth,w_exp_width,w_man_width,loc,
2,8,1,1,8,8,2,8,87,
2,8,1,1,8,8,2,8,87,
2,8,1,1,8,8,2,8,87,
2,8,1,1,8,8,2,8,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,2,1,1,8,8,4,2,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,4,1,1,8,8,4,4,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,6,1,1,8,8,4,6,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
4,8,1,1,8,8,4,8,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,2,1,1,8,8,6,2,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,4,1,1,8,8,6,4,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,6,1,1,8,8,6,6,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
6,8,1,1,8,8,6,8,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,2,1,1,8,8,8,2,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,4,1,1,8,8,8,4,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,6,1,1,8,8,8,6,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
8,8,1,1,8,8,8,8,87,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,2,1,2,8,8,2,2,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,4,1,2,8,8,2,4,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,6,1,2,8,8,2,6,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
2,8,1,2,8,8,2,8,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,2,1,2,8,8,4,2,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,4,1,2,8,8,4,4,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,6,1,2,8,8,4,6,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
4,8,1,2,8,8,4,8,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,2,1,2,8,8,6,2,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,4,1,2,8,8,6,4,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,6,1,2,8,8,6,6,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
6,8,1,2,8,8,6,8,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,2,1,2,8,8,8,2,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,4,1,2,8,8,8,4,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,6,1,2,8,8,8,6,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
8,8,1,2,8,8,8,8,107,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,2,1,4,8,8,2,2,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,4,1,4,8,8,2,4,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,6,1,4,8,8,2,6,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
2,8,1,4,8,8,2,8,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,2,1,4,8,8,4,2,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,4,1,4,8,8,4,4,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,6,1,4,8,8,4,6,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
4,8,1,4,8,8,4,8,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,2,1,4,8,8,6,2,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,4,1,4,8,8,6,4,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,6,1,4,8,8,6,6,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
6,8,1,4,8,8,6,8,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,2,1,4,8,8,8,2,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
