x_exp_width,x_man_width,x_row,x_col,x_row_depth,x_col_depth,w_exp_width,w_man_width,loc,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,4,1,4,8,8,8,4,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,6,1,4,8,8,8,6,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
8,8,1,4,8,8,8,8,147,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,2,1,6,8,8,2,2,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,4,1,6,8,8,2,4,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,6,1,6,8,8,2,6,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
2,8,1,6,8,8,2,8,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,2,1,6,8,8,4,2,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,4,1,6,8,8,4,4,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,6,1,6,8,8,4,6,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
4,8,1,6,8,8,4,8,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,2,1,6,8,8,6,2,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,4,1,6,8,8,6,4,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,6,1,6,8,8,6,6,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
6,8,1,6,8,8,6,8,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,2,1,6,8,8,8,2,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,4,1,6,8,8,8,4,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,6,1,6,8,8,8,6,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
8,8,1,6,8,8,8,8,187,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,2,1,8,8,8,2,2,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,4,1,8,8,8,2,4,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,6,1,8,8,8,2,6,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
2,8,1,8,8,8,2,8,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,2,1,8,8,8,4,2,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,4,1,8,8,8,4,4,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,6,1,8,8,8,4,6,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
4,8,1,8,8,8,4,8,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,2,1,8,8,8,6,2,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,4,1,8,8,8,6,4,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,6,1,8,8,8,6,6,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
6,8,1,8,8,8,6,8,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,2,1,8,8,8,8,2,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,4,1,8,8,8,8,4,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,6,1,8,8,8,8,6,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
8,8,1,8,8,8,8,8,227,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,2,2,1,8,8,2,2,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,4,2,1,8,8,2,4,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,6,2,1,8,8,2,6,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
2,8,2,1,8,8,2,8,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,2,2,1,8,8,4,2,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,4,2,1,8,8,4,4,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,6,2,1,8,8,4,6,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
4,8,2,1,8,8,4,8,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,2,2,1,8,8,6,2,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,4,2,1,8,8,6,4,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,6,2,1,8,8,6,6,107,
6,8,2,1,8,8,6,8,107,
6,8,2,1,8,8,6,8,107,
6,8,2,1,8,8,6,8,107,
6,8,2,1,8,8,6,8,107,
6,8,2,1,8,8,6,8,107,
6,8,2,1,8,8,6,8,107,
6,8,2,1,8,8,6,8,107,
6,8,2,1,8,8,6,8,107,
6,8,2,1,8,8,6,8,107,
